codigo,Auxílio-Moradia-2011,Auxílio-Moradia-2012,Auxílio-Moradia-2013,Auxílio-Moradia-2014,Auxílio-Moradia-2015,Escritório(s) de Apoio-2011,Escritório(s) de Apoio-2012,Escritório(s) de Apoio-2013,Escritório(s) de Apoio-2014,Escritório(s) de Apoio-2015,Gabinete-2011,Gabinete-2012,Gabinete-2013,Gabinete-2014,Gabinete-2015,Imóvel Funcional-2011,Imóvel Funcional-2012,Imóvel Funcional-2013,Imóvel Funcional-2014,Imóvel Funcional-2015,Participacao,TotalGabinete-2011,TotalGabinete-2012,TotalGabinete-2013,TotalGabinete-2014,TotalGabinete-2015,UF,email,gastos,gastos2011,gastos2012,gastos2013,gastos2014,gastos2015,nascimentoData,naturalMunicipio,nome,nomeCompleto,nomeSort,partido,sexo,status,urlFoto,urlPagina
4527,0,0,11,12,0.17,15,22,31,36,0,10,15,10,9,0,0,0,0,0,0.00,Titular,25,37,41,45,0,AM,alfredo.nascimento@senador.leg.br,841364.56,60876.19,193696.51,327838.22,255566.56,3387.08,05/05/1952,2407401,Alfredo Nascimento,Alfredo Pereira do Nascimento,alfredo nascimento,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4527.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4527
846,0,0,0,0,0.00,6,6,5,5,5,19,20,18,18,20,0,0,7,12,1.00,Titular,25,26,23,23,25,SP,aloysionunes.ferreira@senador.leg.br,987096.99,172716.39,284833.67,260861.41,238084.97,30600.55,05/04/1945,3549805,Aloysio Nunes Ferreira,Aloysio Nunes Ferreira Filho,aloysio nunes ferreira,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador846.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/846
945,0,0,0,0,0.00,14,11,8,8,7,16,15,18,19,22,0,0,0,0,0.00,Titular,30,26,26,27,29,PR,alvarodias@senador.leg.br,349088.65,48094.25,99250.69,109892.18,80638.66,11212.87,07/12/1944,3541703,Alvaro Dias,Alvaro Fernandes Dias,alvaro dias,PODE,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/945
4869,0,0,11,12,0.17,16,17,18,15,0,13,11,12,11,0,0,0,0,0,0.00,1º Suplente,29,28,30,26,0,ES,ana.rita@senadora.leg.br,1184036.78,229054.81,322645.93,319216.55,311165.96,1953.53,26/07/1958,3201704,Ana Rita,Ana Rita Esgario,ana rita,PT,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4869.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4869
4837,0,0,0,4,0.17,28,28,32,30,0,16,15,17,16,0,0,0,7,8,0.00,1º Suplente,44,43,49,46,0,AC,anibal.diniz@senador.leg.br,1579236.11,251182.42,427217.99,476210.16,422852.44,1773.10,13/12/1962,4104303,Anibal Diniz,Anibal Diniz,anibal diniz,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4837.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4837
4897,0,0,0,0,0.00,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0.08,2º Suplente,0,0,0,18,0,MG,Antonio.aureliano@senador.leg.br,96166.92,0.00,0.00,0.00,96033.89,133.03,13/01/1958,3132404,Antonio Aureliano,Antônio Aureliano Sanches de Mendonça,antonio aureliano,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4897.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4897
5150,0,0,0,0,0.00,0,12,19,0,0,0,10,16,2,0,0,0,0,0,0.00,1º Suplente,0,22,35,2,0,SP,antonio.rodrigues@senador.leg.br,612508.55,0.00,35995.81,293684.27,282828.47,0.00,17/05/1950,3550308,Antonio Carlos Rodrigues,Antonio Carlos Rodrigues,antonio carlos rodrigues,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5150.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5150
4891,0,0,0,0,0.00,14,11,0,0,0,13,14,0,0,0,0,0,0,0,0.00,1º Suplente,27,25,0,0,0,MS,antonio.russo@senador.leg.br,410119.14,142559.39,250871.02,16688.73,0.00,0.00,14/07/1941,3550308,Antonio Russo,Antonio Russo Netto,antonio russo,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4891.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4891
4983,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,RO,,129850.41,0.00,129850.41,0.00,0.00,0.00,31/05/1941,4106803,Assis Gurgacz,Assis Gurgacz,assis gurgacz,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4983.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4983
111,0,0,0,0,0.00,6,8,8,6,6,23,21,20,24,21,0,0,7,12,1.00,Titular,29,29,28,30,27,MT,blairomaggi@senador.leg.br,580829.30,137092.19,136501.19,217433.26,75494.43,14308.23,29/05/1956,4321501,Blairo Maggi,Blairo Borges Maggi,blairo maggi,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador111.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/111
704,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,PB,carlos.dunga@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,07/12/1945,2512101,Carlos Dunga,Carlos Marques Dunga,carlos dunga,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador704.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/704
13,0,0,11,12,0.17,18,18,18,24,0,14,14,12,12,0,0,0,0,0,0.00,1º Suplente,32,32,30,36,0,SC,casildomaldaner@senador.leg.br,1204644.92,210085.75,301654.29,326603.16,364738.36,1563.36,02/04/1942,4321006,Casildo Maldaner,Casildo João Maldaner,casildo maldaner,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador13.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/13
5108,0,0,0,4,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,MT,cidinho.santos@senador.leg.br,147220.69,0.00,85715.36,0.00,61505.33,0.00,19/06/1968,4112207,Cidinho Santos,José Aparecido dos Santos,cidinho santos,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5108.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5108
3881,0,0,0,0,0.00,24,0,0,0,0,39,0,0,0,0,0,0,0,0,0.00,1º Suplente,63,0,0,0,0,MA,clovis.fecury@senador.leg.br,335277.44,86773.56,248503.88,0.00,0.00,0.00,08/02/1969,5300108,Clovis Fecury,Clovis Antônio Chaves Fecury,clovis fecury,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3881.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3881
4895,0,0,0,0,0.00,14,12,9,0,0,20,14,14,0,0,0,0,7,7,0.00,1º Suplente,34,26,23,0,0,MG,clesio.andrade@senador.leg.br,414028.90,91744.83,130681.07,118834.60,72768.40,0.00,12/10/1952,3136652,Clésio Andrade,Clésio Soares de Andrade,clesio andrade,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4895.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4895
4877,0,0,0,0,0.00,10,11,11,12,0,22,22,23,17,0,0,0,7,12,0.08,1º Suplente,32,33,34,29,0,GO,cyro.miranda@senador.leg.br,995529.35,220457.55,242630.49,240113.30,290190.63,2137.38,04/02/1946,3549805,Cyro Miranda,Cyro Miranda Gifford Júnior,cyro miranda,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4877.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4877
4529,0,0,1,0,0.00,23,24,22,22,0,17,15,22,21,0,0,0,7,12,0.08,Titular,40,39,44,43,0,PB,cicero.lucena@senador.leg.br,1665446.42,331942.51,426081.19,428287.44,477388.15,1747.13,05/08/1957,2514503,Cícero Lucena,Cícero de Lucena Filho,cicero lucena,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4529.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4529
5199,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,PB,deca@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,21/10/1957,2516904,Deca,José Gonzaga Sobrinho,deca,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5199.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5199
3360,0,0,11,12,1.00,17,17,15,15,17,13,12,12,12,14,0,0,0,0,0.00,Titular,30,29,27,27,31,MS,delcidio.amaral@senador.leg.br,1104409.64,229996.92,307535.61,322425.93,222264.59,22186.59,08/02/1955,5003207,Delcídio do Amaral,Delcídio do Amaral Gomez,delcidio do amaral,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3360.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3360
3399,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,GO,demostenes.torres@senador.leg.br,330912.13,234797.25,96114.88,0.00,0.00,0.00,23/01/1961,5201306,Demóstenes Torres,Demóstenes Lazaro Xavier Torres,demostenes torres,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3399.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3399
5178,0,0,0,4,0.92,0,0,0,0,20,0,0,0,0,24,0,0,0,0,0.00,1º Suplente,0,0,0,0,44,PE,douglas.cintra@senador.leg.br,69218.55,0.00,0.00,0.00,42422.73,26795.82,16/03/1966,2604106,Douglas Cintra,Douglas Mauricio Ramos Cintra,douglas cintra,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5178.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5178
17,0,0,0,0,0.00,4,4,6,6,0,14,14,13,10,0,0,0,7,12,0.08,Titular,18,18,19,16,0,SP,eduardo.suplicy@senador.leg.br,672370.16,82686.32,181232.26,195809.74,210843.06,1798.78,21/06/1941,3550308,Eduardo Suplicy,Eduardo Matarazzo Suplicy,eduardo suplicy,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador17.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/17
4969,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2º Suplente,0,0,0,0,0,SE,,0.00,0.00,0.00,0.00,0.00,0.00,09/10/1944,2800308,Elber Batalha,Elber Batalha de Goes,elber batalha,PSB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4969.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4969
394,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,MG,eliseuresende@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,07/02/1929,3145604,Eliseu Resende,Eliseu Resende,eliseu resende,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador394.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/394
20,0,0,11,12,0.17,11,11,11,11,0,32,33,32,31,0,0,0,0,0,0.00,Titular,43,44,43,42,0,MA,ecafeteira@senador.leg.br,702915.31,192042.73,245891.95,138901.59,125803.54,275.50,27/06/1924,2507507,Epitácio Cafeteira,Epitácio Cafeteira Afonso Pereira,epitacio cafeteira,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador20.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/20
4780,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,AL,euclydes.mello@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,04/11/1951,3304557,Euclydes Mello,Euclydes Affonso de Mello Neto,euclydes mello,PRB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4780.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4780
1189,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,RO,expedito.junior@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,10/06/1963,3518206,Expedito Júnior,Expedito Gonçalves Ferreira Júnior,expedito junior,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1189.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1189
4525,0,0,0,0,0.00,0,0,0,0,0,56,59,65,69,77,0,0,7,12,1.00,Titular,56,59,65,69,77,AL,fernando.collor@senador.leg.br,1695842.84,364908.72,423161.73,420674.40,447192.62,39905.37,12/08/1949,3304557,Fernando Collor,Fernando Affonso Collor de Mello,fernando collor,PTC,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525
2632,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,PA,fernando.ribeiro@senador.leg.br,2815.86,0.00,0.00,0.00,0.00,2815.86,16/12/1955,1501402,Fernando Ribeiro,Fernando de Castro Ribeiro,fernando ribeiro,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2632.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/2632
4873,0,0,0,3,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2º Suplente,0,0,0,0,0,GO,fleury@senador.leg.br,48209.73,0.00,0.00,0.00,48209.73,0.00,03/01/1952,5208707,Fleury,José Eduardo Fleury Fernandes Costa,fleury,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4873.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4873
765,0,0,0,0,0.00,14,16,19,0,0,18,18,19,0,0,0,0,7,12,0.00,Titular,32,34,38,0,0,RJ,francisco.dornelles@senador.leg.br,1405302.73,267451.65,376609.55,373636.16,387605.37,0.00,07/01/1935,3106200,Francisco Dornelles,Francisco Oswaldo Neves Dornelles,francisco dornelles,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador765.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/765
4935,0,0,0,0,0.00,0,20,20,0,0,0,16,16,0,0,0,0,7,12,0.00,1º Suplente,0,36,36,0,0,RN,garibaldi@senador.leg.br,324327.42,60069.39,121074.27,133648.87,9534.89,0.00,27/05/1923,2408102,Garibaldi Alves,Garibaldi Alves,garibaldi alves,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4935.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4935
4522,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,AP,geovaniborges@senador.leg.br,288778.80,288778.80,0.00,0.00,0.00,0.00,16/05/1953,1600402,Geovani Borges,Geovani Pinheiro Borges,geovani borges,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4522.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4522
30,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,AP,gilvamborges@senador.leg.br,41002.50,41002.50,0.00,0.00,0.00,0.00,01/08/1958,5300108,Gilvam Borges,Gilvam Pinheiro Borges,gilvam borges,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador30.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/30
613,0,0,11,12,0.17,13,13,14,12,0,15,12,17,17,0,0,0,0,0,0.00,Titular,28,25,31,29,0,CE,inacioarruda@senador.leg.br,1461313.29,279267.53,357726.24,418949.96,402333.98,3035.58,05/05/1957,2304400,Inácio Arruda,Inácio Francisco de Assis Nunes Arruda,inacio arruda,PCdoB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador613.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/613
1754,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,MG,itamar.franco@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,28/06/1930,2927408,Itamar Franco,Itamar Augusto Cautiero Franco,itamar franco,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1754.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1754
4937,0,0,0,1,0.00,13,0,0,22,0,21,0,0,14,0,0,0,0,8,0.08,2º Suplente,34,0,0,36,0,RN,ivonete.dantas@senadora.leg.br,278655.29,10205.42,35294.97,0.00,231403.56,1751.34,16/08/1959,2402006,Ivonete Dantas,Ivonete Dantas Silva,ivonete dantas,MDB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4937.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4937
4545,0,0,0,0,0.00,20,20,20,19,0,12,12,12,11,0,0,0,7,12,0.08,Titular,32,32,32,30,0,PE,jarbas.vasconcelos@senador.leg.br,1225038.39,236608.32,308024.65,330531.09,346702.61,3171.72,23/08/1942,-1,Jarbas Vasconcelos,Jarbas de Andrade Vasconcelos,jarbas vasconcelos,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4545.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4545
4531,0,0,0,0,0.00,15,16,0,12,0,21,20,0,15,0,0,0,5,12,0.08,Titular,36,36,0,27,0,MT,jayme.campos@senador.leg.br,756406.10,168209.59,225470.44,180800.02,177679.32,4246.73,13/09/1951,5103403,Jayme Campos,Jayme Veríssimo Campos,jayme campos,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531
4533,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,DF,joaquim.roriz@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,04/08/1936,5212501,Joaquim Roriz,Joaquim Domingos Roriz,joaquim roriz,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4533.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4533
4776,0,0,0,0,0.00,0,0,0,0,0,55,60,66,70,0,0,0,0,0,0.00,1º Suplente,55,60,66,70,0,DF,gim.argello@senador.leg.br,969495.06,220428.48,252144.47,239308.90,257156.62,456.59,05/04/1962,3551009,Jorge Afonso Argello,Jorge Afonso Argello,jorge afonso argello,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4776.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4776
47,0,0,2,0,0.00,3,3,3,3,0,33,31,39,17,0,0,0,0,0,0.00,Titular,36,34,42,20,0,AP,sarney@senador.leg.br,126731.79,38500.00,58104.31,3759.93,26150.07,217.48,24/04/1930,2108603,José Sarney,José Sarney,jose sarney,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador47.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/47
5166,0,0,0,0,0.00,0,28,0,0,0,0,36,0,0,0,0,0,0,0,0.00,1º Suplente,0,64,0,0,0,TO,joaocosta@senador.leg.br,146349.21,0.00,51371.96,94977.25,0.00,0.00,25/03/1968,3143104,João Costa,João Costa Ribeiro Filho,joao costa,PPL,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5166.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5166
4537,0,0,0,0,0.00,14,15,14,14,0,21,20,22,22,0,0,0,7,12,0.08,Titular,35,35,36,36,0,BA,joaodurval@senador.leg.br,1323634.24,275231.83,305907.34,343441.74,397497.75,1555.58,08/05/1929,2910800,João Durval,João Durval Carneiro,joao durval,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4537.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4537
4774,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,AM,joaopedro@senador.leg.br,59856.73,59856.73,0.00,0.00,0.00,0.00,14/09/1952,1303403,João Pedro,João Pedro Gonçalves da Costa,joao pedro,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4774.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4774
916,0,0,0,0,0.00,33,32,0,0,0,26,26,0,0,0,0,0,7,0,0.00,Titular,59,58,0,0,0,TO,joaoribeiro@senador.leg.br,477212.40,141366.30,291646.76,44199.34,0.00,0.00,25/06/1954,5204805,João Ribeiro,João Batista de Jesus Ribeiro,joao ribeiro,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador916.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/916
4541,0,0,0,0,0.00,36,37,41,36,0,6,5,8,9,0,0,0,7,12,0.08,Titular,42,42,49,45,0,PI,j.v.claudino@senador.leg.br,1587575.37,247531.28,450945.51,443092.00,442716.68,3289.90,09/02/1963,2503704,João Vicente Claudino,João Vicente de Macêdo Claudino,joao vicente claudino,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4541.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4541
5158,0,0,0,4,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2º Suplente,0,0,0,0,0,SE,kaka.andrade@senador.leg.br,119549.78,0.00,0.00,0.00,119549.78,0.00,07/03/1960,2801108,Kaká Andrade,Antonio Carlos Porto de Andrade,kaka andrade,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5158.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5158
1249,0,0,0,0,0.00,16,0,15,12,0,13,0,14,12,0,0,0,7,12,0.08,Titular,29,0,29,24,0,TO,katia.abreu@senadora.leg.br,984876.15,228320.53,183837.70,258175.47,314541.62,0.83,02/02/1962,5208707,Kátia Abreu,Kátia Regina de Abreu,katia abreu,PDT,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249
5156,0,0,0,0,0.00,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0.00,1º Suplente,34,0,0,0,0,SE,lauroantonio@senador.leg.br,87646.88,17733.47,69913.41,0.00,0.00,0.00,31/03/1959,2800308,Lauro Antonio,Lauro Antonio Texeira Menezes,lauro antonio,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5156.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5156
3579,0,0,11,12,0.00,9,9,13,0,0,33,33,31,0,0,0,0,0,0,0.00,1º Suplente,42,42,44,0,0,MA,lobaofilho@senador.leg.br,932445.31,158824.09,244626.74,281126.22,247868.26,0.00,17/09/1964,5300108,Lobão Filho,Edison Lobão Filho,lobao filho,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3579.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3579
5002,0,0,0,0,0.00,7,6,5,7,0,20,21,22,22,0,0,0,7,12,0.33,Titular,27,27,27,29,0,SC,luizhenrique@senador.leg.br,1217926.39,195697.14,287201.22,358042.99,365189.94,11795.10,25/02/1940,4202404,Luiz Henrique,Luiz Henrique da Silveira,luiz henrique,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5002.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5002
3366,0,0,0,4,1.00,28,0,0,23,25,15,0,0,15,15,0,0,0,6,0.00,Titular,43,0,0,38,40,RJ,marcelo.crivella@senador.leg.br,481092.85,240710.54,23529.90,0.00,178888.56,37963.85,09/10/1957,3304557,Marcelo Crivella,Marcelo Bezerra Crivella,marcelo crivella,PRB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3366.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3366
4788,0,0,0,0,0.00,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0.00,1º Suplente,0,28,0,0,0,TO,marcoantoniocosta@senador.leg.br,39899.28,0.00,34386.92,5220.50,0.00,291.86,18/09/1955,1718204,Marco Antonio,Marco Antônio Costa,marco antonio,PSL,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4788.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4788
4535,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,GO,marconi.perillo@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,07/03/1963,5208707,Marconi Perillo,Marconi Ferreira Perillo Júnior,marconi perillo,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4535.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4535
1023,0,0,0,0,0.00,17,17,19,21,0,17,16,12,12,0,0,0,7,12,0.08,Titular,34,33,31,33,0,SE,maria.carmo.alves@senadora.leg.br,480500.01,96185.43,99958.97,165381.27,107723.68,11250.66,23/08/1941,2801603,Maria do Carmo Alves,Maria do Carmo do Nascimento Alves,maria do carmo alves,DEM,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1023.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1023
4998,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,PA,marinorbrito@senadora.leg.br,308140.09,308140.09,0.00,0.00,0.00,0.00,07/03/1959,1500404,Marinor Brito,Marinor Jorge Brito,marinor brito,PSOL,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4998.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4998
527,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,MS,marisa.serrano@senadora.leg.br,85217.02,85217.02,0.00,0.00,0.00,0.00,21/06/1947,5002100,Marisa Serrano,Marisa Joaquina Monteiro Serrano,marisa serrano,PSDB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador527.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/527
