codigo,Auxílio-Moradia-2008,Auxílio-Moradia-2009,Auxílio-Moradia-2010,Auxílio-Moradia-2011,Escritório(s) de Apoio-2008,Escritório(s) de Apoio-2009,Escritório(s) de Apoio-2010,Escritório(s) de Apoio-2011,Gabinete-2008,Gabinete-2009,Gabinete-2010,Gabinete-2011,Imóvel Funcional-2008,Imóvel Funcional-2009,Imóvel Funcional-2010,Imóvel Funcional-2011,Participacao,TotalGabinete-2007,TotalGabinete-2008,TotalGabinete-2009,TotalGabinete-2010,TotalGabinete-2011,UF,email,gastos,gastos2007,gastos2008,gastos2009,gastos2010,gastos2011,nascimentoData,naturalMunicipio,nome,nomeCompleto,nomeSort,partido,sexo,status,urlFoto,urlPagina
4937,0,0,0,0,0,0,0,13,0,0,0,21,0,0,0,0,2º Suplente,0,0,0,0,34,RN,ivonete.dantas@senadora.leg.br,927.77,0,0.00,0.00,0.00,927.77,16/08/1959,2402006,Ivonete Dantas,Ivonete Dantas Silva,ivonete dantas,MDB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4937.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4937
4545,0,0,0,0,0,19,19,20,31,11,11,12,0,0,0,0,Titular,0,31,30,30,32,PE,jarbas.vasconcelos@senador.leg.br,319627.42,0,0.00,127680.87,170436.70,21509.85,23/08/1942,-1,Jarbas Vasconcelos,Jarbas de Andrade Vasconcelos,jarbas vasconcelos,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4545.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4545
4531,0,0,0,0,0,0,15,15,39,0,20,21,0,0,0,0,Titular,0,39,0,35,36,MT,jayme.campos@senador.leg.br,271728.74,0,2358.00,76181.07,177897.89,15291.78,13/09/1951,5103403,Jayme Campos,Jayme Veríssimo Campos,jayme campos,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titular,0,0,0,0,0,AM,jefperes@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,19/03/1932,1302603,Jefferson Peres,José Jefferson Carpinteiro Peres,jefferson peres,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador36.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/36
4792,0,0,0,0,0,12,12,0,26,17,13,0,0,0,0,0,1º Suplente,0,26,29,25,0,AM,jefferson.praia@senador.leg.br,168335.71,0,390.00,72111.40,95731.40,102.91,31/05/1959,1302603,Jefferson Praia,Jefferson Praia Bezerra,jefferson praia,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4792.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4792
4533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titular,0,0,0,0,0,DF,joaquim.roriz@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,04/08/1936,5212501,Joaquim Roriz,Joaquim Domingos Roriz,joaquim roriz,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4533.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4533
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titular,0,0,0,0,0,MT,jonaspinheiro@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,22/01/1941,-1,Jonas Pinheiro,Jonas Pinheiro da Silva,jonas pinheiro,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador38.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/38
4776,0,0,0,0,0,0,12,0,35,37,28,55,0,0,0,0,1º Suplente,0,35,37,40,55,DF,gim.argello@senador.leg.br,319694.31,0,1855.36,121000.00,176800.00,20038.95,05/04/1962,3551009,Jorge Afonso Argello,Jorge Afonso Argello,jorge afonso argello,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4776.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4776
4885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2º Suplente,0,0,0,0,0,MT,yanai@senador.leg.br,59737.47,0,0.00,0.00,59737.47,0.00,19/02/1948,4102406,Jorge Yanai,Jorge Yoshiaki Yanai,jorge yanai,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4885.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4885
40,0,0,0,0,0,0,0,19,27,32,33,17,0,0,0,0,Titular,0,27,32,33,36,RN,jose.agripino@senador.leg.br,183016.91,0,0.00,99059.80,63540.31,20416.80,23/05/1945,2408003,José Agripino,José Agripino Maia,jose agripino,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador40.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/40
3595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1º Suplente,0,0,0,0,0,RN,josebezerra@senador.leg.br,57240.50,0,0.00,0.00,57240.50,0.00,08/03/1953,2408102,José Bezerra,José Bezerra de Araujo Júnior,jose bezerra,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3595.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3595
3361,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,Titular,0,38,0,0,0,PB,jose.maranhao@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,06/09/1933,2501005,José Maranhão,José Targino Maranhão,jose maranhao,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3361
4547,0,0,0,0,0,20,24,0,33,18,15,0,0,0,0,0,1º Suplente,0,33,38,39,0,PA,josenery@senador.leg.br,365214.40,0,16268.14,159397.57,187924.09,1624.60,27/03/1959,2310506,José Nery,José Nery Azevedo,jose nery,PSOL,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4547.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4547
47,0,0,0,0,0,0,3,3,40,34,27,33,0,0,0,0,Titular,0,40,34,30,36,AP,sarney@senador.leg.br,67100.00,0,0.00,43600.00,20000.00,3500.00,24/04/1930,2108603,José Sarney,José Sarney,jose sarney,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador47.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/47
3394,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,Titular,0,0,0,0,16,AP,joao.capiberibe@senador.leg.br,2992.56,0,0.00,0.00,0.00,2992.56,06/05/1947,1500305,João Capiberibe,João Alberto Rodrigues Capiberibe,joao capiberibe,PSB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3394.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3394
4537,0,0,0,0,0,8,12,14,29,24,22,21,0,0,0,0,Titular,0,29,32,34,35,BA,joaodurval@senador.leg.br,301010.94,0,0.00,109637.96,166351.90,25021.08,08/05/1929,2910800,João Durval,João Durval Carneiro,joao durval,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4537.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4537
3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1º Suplente,0,0,0,0,0,RN,joaofaustino@senador.leg.br,37671.91,0,0.00,0.00,36884.59,787.32,16/07/1942,2611606,João Faustino,João Faustino Ferreira Neto,joao faustino,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3593.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3593
4774,0,0,0,0,0,22,0,0,35,14,0,0,0,0,0,0,1º Suplente,0,35,36,0,0,AM,joaopedro@senador.leg.br,159940.39,0,9762.84,117030.52,27705.51,5441.52,14/09/1952,1303403,João Pedro,João Pedro Gonçalves da Costa,joao pedro,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4774.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4774
916,0,0,0,0,0,0,18,33,34,49,31,26,0,0,0,0,Titular,0,34,49,49,59,TO,joaoribeiro@senador.leg.br,352851.48,0,0.00,160000.00,180000.00,12851.48,25/06/1954,5204805,João Ribeiro,João Batista de Jesus Ribeiro,joao ribeiro,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador916.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/916
3652,0,0,0,0,0,6,7,0,27,22,20,0,0,0,0,0,1º Suplente,0,27,28,27,0,AL,jtenorio@senador.leg.br,74569.42,0,2221.44,18830.53,53258.79,258.66,25/10/1943,2700409,João Tenório,João Evangelista da Costa Tenório,joao tenorio,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3652.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3652
4541,0,0,0,0,0,37,23,36,49,10,8,6,0,0,0,0,Titular,0,49,47,31,42,PI,j.v.claudino@senador.leg.br,316585.49,0,0.00,138269.54,155813.11,22502.84,09/02/1963,2503704,João Vicente Claudino,João Vicente de Macêdo Claudino,joao vicente claudino,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4541.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4541
1249,0,0,0,0,0,13,14,16,27,14,10,13,0,0,0,0,Titular,0,27,27,24,29,TO,katia.abreu@senadora.leg.br,304519.63,0,0.00,131504.95,152258.27,20756.41,02/02/1962,5208707,Kátia Abreu,Kátia Regina de Abreu,katia abreu,PDT,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249
53,0,0,0,0,0,0,9,0,33,0,26,0,0,0,0,0,Titular,0,33,0,35,0,TO,leomar@senador.leg.br,101163.72,0,6333.40,34460.06,60370.26,0.00,23/10/1945,5208707,Leomar Quintanilha,Leomar de Melo Quintanilha,leomar quintanilha,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador53.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/53
3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titular,0,0,0,0,0,SC,pavan@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,07/09/1954,4320107,Leonel Pavan,Leonel Arcangelo Pavan,leonel pavan,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3374.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3374
3579,0,0,0,0,0,5,0,9,38,36,0,33,0,0,0,0,1º Suplente,0,38,41,0,42,MA,lobaofilho@senador.leg.br,183466.27,0,0.00,139092.72,29935.00,14438.55,17/09/1964,5300108,Lobão Filho,Edison Lobão Filho,lobao filho,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3579.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3579
3643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2º Suplente,0,0,0,0,0,SC,,1110.51,0,0.00,0.00,0.00,1110.51,20/03/1956,4219002,Luiz Carlos,Luiz Carlos João,luiz carlos,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3643.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3643
643,0,0,0,0,0,0,16,10,29,30,20,21,0,0,0,0,Titular,0,29,30,36,31,GO,lucia.vania@senadora.leg.br,299760.36,0,0.00,134869.31,146604.15,18286.90,15/10/1944,5206602,Lúcia Vânia,Lúcia Vânia Abrão,lucia vania,PSB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador643.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/643
631,0,0,0,0,0,0,25,27,33,32,12,12,0,0,0,0,Titular,0,33,32,37,39,ES,magno.malta@senador.leg.br,283209.59,0,19220.94,122765.83,125265.06,15957.76,16/10/1957,2919702,Magno Malta,Magno Pereira Malta,magno malta,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/631
3366,0,0,0,0,0,18,19,28,40,14,16,15,0,0,0,0,Titular,0,40,32,35,43,RJ,marcelo.crivella@senador.leg.br,294514.72,0,0.00,152637.91,119994.03,21882.78,09/10/1957,3304557,Marcelo Crivella,Marcelo Bezerra Crivella,marcelo crivella,PRB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3366.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3366
4788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1º Suplente,0,0,0,0,0,TO,marcoantoniocosta@senador.leg.br,6402.24,0,6402.24,0.00,0.00,0.00,18/09/1955,1718204,Marco Antonio,Marco Antônio Costa,marco antonio,PSL,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4788.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4788
86,0,0,0,0,0,3,4,0,25,22,22,0,0,0,0,0,Titular,0,25,25,26,0,PE,marco.maciel@senador.leg.br,1885.02,0,0.00,0.00,1885.02,0.00,21/07/1940,2611606,Marco Maciel,Marco Antônio de Oliveira Maciel,marco maciel,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador86.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/86
4535,0,0,0,0,0,17,0,0,31,15,0,0,0,0,0,0,Titular,0,31,32,0,0,GO,marconi.perillo@senador.leg.br,304732.87,0,14736.39,142910.72,147085.76,0.00,07/03/1963,5208707,Marconi Perillo,Marconi Ferreira Perillo Júnior,marconi perillo,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4535.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4535
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1º Suplente,0,0,0,0,0,ES,,0.00,0,0.00,0.00,0.00,0.00,27/12/1958,3201506,Marcos Guerra,Marcos Guerra,marcos guerra,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador105.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/105
1023,0,0,0,0,0,14,16,17,0,15,13,17,0,0,0,0,Titular,0,0,29,29,34,SE,maria.carmo.alves@senadora.leg.br,125370.61,0,0.00,43210.24,73416.24,8744.13,23/08/1941,2801603,Maria do Carmo Alves,Maria do Carmo do Nascimento Alves,maria do carmo alves,DEM,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1023.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1023
59,0,0,0,0,0,4,3,0,22,19,21,0,0,0,0,0,Titular,0,22,23,24,0,AC,marinasi@senado.leg.br,103242.33,0,0.00,63607.27,39094.27,540.79,08/02/1958,1200401,Marina Silva,Maria Osmarina Marina Silva Vaz de Lima,marina silva,PV,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador59.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/59
527,0,0,0,0,0,0,16,0,30,29,15,0,0,0,0,0,Titular,0,30,29,31,0,MS,marisa.serrano@senadora.leg.br,379617.02,0,15133.69,167826.97,188909.36,7747.00,21/06/1947,5002100,Marisa Serrano,Marisa Joaquina Monteiro Serrano,marisa serrano,PSDB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador527.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/527
670,0,0,0,0,0,17,22,0,0,34,33,0,0,0,0,0,1º Suplente,0,0,51,55,0,MA,fecury@senador.leg.br,222952.39,0,0.00,58617.39,164335.00,0.00,13/01/1941,1200401,Mauro Fecury,Mauro de Alencar Fecury,mauro fecury,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador670.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/670
952,0,0,0,0,0,25,24,25,33,18,21,24,0,0,0,0,Titular,0,33,43,45,49,RR,mozarildo@senador.leg.br,368702.54,0,8502.00,142670.52,180000.00,37530.02,11/06/1944,1400100,Mozarildo Cavalcanti,Francisco Mozarildo de Melo Cavalcanti,mozarildo cavalcanti,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador952.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/952
4539,0,0,0,0,0,18,22,22,30,12,12,13,0,0,0,0,Titular,0,30,30,34,35,PA,mario.couto@senador.leg.br,327021.83,0,0.00,121349.34,180000.00,25672.49,14/01/1946,-1,Mário Couto,Mário Couto Filho,mario couto,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4539.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4539
3364,0,0,0,0,0,0,30,0,40,42,15,0,0,0,0,0,Titular,0,40,42,45,0,PI,maosanta@senador.leg.br,326679.83,0,5066.88,136415.62,183947.33,1250.00,13/10/1942,2207702,Mão Santa,Francisco de Assis de Moraes Souza,mao santa,PSC,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3364.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3364
3644,0,0,0,0,0,16,0,0,36,18,32,0,0,0,0,0,1º Suplente,0,36,34,32,0,SC,neutodeconto@senador.leg.br,289559.32,0,3975.41,135615.94,148717.97,1250.00,08/09/1938,4306809,Neuto de Conto,Neuto Fausto de Conto,neuto de conto,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3644.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3644
3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1º Suplente,0,0,0,0,0,TO,nezinho.alencar@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,05/06/1949,1707702,Nezinho Alencar,Manoel Alencar Neto,nezinho alencar,PSB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3648.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3648
4961,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2º Suplente,0,0,0,2,0,SC,niura.demarchi@senadora.leg.br,29131.79,0,0.00,0.00,29131.79,0.00,29/12/1963,4208906,Níura Demarchi,Níura Sandra Demarchi dos Santos,niura demarchi,PSDB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4961.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4961
66,0,0,0,0,0,18,19,0,25,10,11,0,0,0,0,0,Titular,0,25,28,30,0,PR,osmardias@senador.leg.br,248103.16,0,0.00,135149.65,111703.51,1250.00,10/05/1952,3541703,Osmar Dias,Osmar Fernandes Dias,osmar dias,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador66.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/66
1210,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,2º Suplente,0,0,33,0,0,MT,osvaldo.sobrinho@senador.leg.br,32161.36,0,0.00,32161.36,0.00,0.00,08/01/1949,3539202,Osvaldo Sobrinho,Osvaldo Roberto Sobrinho,osvaldo sobrinho,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1210.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1210
3393,0,0,0,0,0,22,25,0,35,15,16,0,0,0,0,0,Titular,0,35,37,41,0,AP,gab.papaleopaes@senado.leg.br,196084.77,0,0.00,99780.07,96253.13,51.57,27/08/1952,1501402,Papaléo Paes,João Bosco Papaléo Paes,papaleo paes,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3393.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3393
3397,0,0,0,0,0,13,11,0,23,12,14,0,0,0,0,0,Titular,0,23,25,25,0,CE,patricia@senadora.leg.br,218324.97,0,0.00,65360.92,151794.87,1169.18,10/10/1962,2312908,Patrícia Saboya,Patrícia Lúcia Saboya Ferreira Gomes,patricia saboya,PDT,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3397.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3397
4549,0,0,0,0,0,0,0,0,25,28,0,0,0,0,0,0,2º Suplente,0,25,28,0,0,RJ,paulo.duque@senador.leg.br,158980.55,0,0.00,76014.73,82965.82,0.00,02/10/1927,3304557,Paulo Duque,Paulo Hermínio Duque Costa,paulo duque,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4549.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4549
1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titular,0,0,0,0,0,DF,paulo.octavio@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,13/02/1950,3138203,Paulo Octávio,Paulo Octávio Alves Pereira,paulo octavio,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1169.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1169
825,0,0,0,0,0,16,14,18,38,21,23,20,0,0,0,0,Titular,0,38,37,37,38,RS,paulopaim@senador.leg.br,311513.25,0,0.00,110632.72,172399.16,28481.37,15/03/1950,4305108,Paulo Paim,Paulo Renato Paim,paulo paim,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/825
68,0,0,0,0,0,2,2,2,20,20,20,16,0,0,0,0,Titular,0,20,22,22,18,RS,simon@senador.leg.br,20535.20,0,9922.83,6191.62,1959.15,2461.60,31/01/1930,4305108,Pedro Simon,Pedro Jorge Simon,pedro simon,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador68.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/68
4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1º Suplente,0,0,0,0,0,RJ,,0.00,0,0.00,0.00,0.00,0.00,08/08/1938,3169208,Pericles Olivier,Péricles Ferreira Olivier de Paula,pericles olivier,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4927.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4927
1206,0,0,0,0,0,18,0,0,29,15,10,0,0,0,0,0,Titular,0,29,33,10,0,SC,raimundocolombo@senador.leg.br,244398.93,0,0.00,128123.98,116274.95,0.00,28/02/1955,4209300,Raimundo Colombo,João Raimundo Colombo,raimundo colombo,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1206.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1206
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titular,0,0,0,0,0,MS,ramez@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,07/11/1936,5008305,Ramez Tebet,Ramez Tebet,ramez tebet,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador69.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/69
3639,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1º Suplente,0,0,0,31,0,RJ,regis.fichtner@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,02/02/1964,4314902,Regis Fichtner,Regis Velasco Fichtner Pereira,regis fichtner,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3639.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3639
3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2º Suplente,0,0,0,0,0,MA,,0.00,0,0.00,0.00,0.00,0.00,22/10/1941,2103802,Remi Ribeiro,Remi Ribeiro Oliveira,remi ribeiro,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3580.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3580
70,0,0,0,0,0,0,22,23,29,31,14,16,0,0,0,0,Titular,0,29,31,36,39,AL,renan.calheiros@senador.leg.br,197401.43,0,0.00,55419.89,120634.80,21346.74,16/09/1955,2705507,Renan Calheiros,José Renan Vasconcelos Calheiros,renan calheiros,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/70
3868,0,0,0,0,0,18,0,0,29,11,0,0,0,0,0,0,Titular,0,29,29,0,0,ES,renatoc@senador.leg.br,292639.39,0,6651.88,132362.69,153624.82,0.00,03/12/1960,3201407,Renato Casagrande,José Renato Casagrande,renato casagrande,PSB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3868.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3868
3631,0,0,0,0,0,0,5,0,0,23,20,0,0,0,0,0,1º Suplente,0,0,23,25,0,PB,robertocavalcanti@senador.leg.br,104527.02,0,0.00,34765.60,69413.16,348.26,05/05/1946,2611606,Roberto Cavalcanti,Roberto Cavalcanti Ribeiro,roberto cavalcanti,PRB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3631.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3631
73,0,0,0,0,0,12,16,15,25,12,9,10,0,0,0,0,Titular,0,25,24,25,25,RR,romero.juca@senador.leg.br,326501.71,0,0.00,141737.08,155103.84,29660.79,30/11/1954,2611606,Romero Jucá,Romero Jucá Filho,romero juca,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador73.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/73
74,0,0,0,0,0,10,0,0,29,12,0,0,0,0,0,0,Titular,0,29,22,0,0,SP,romeu.tuma@senador.leg.br,333039.12,0,22090.39,158996.09,151952.64,0.00,04/10/1931,3550308,Romeu Tuma,Romeu Tuma,romeu tuma,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador74.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/74
4543,0,0,0,0,0,0,0,0,35,37,0,0,0,0,0,0,Titular,0,35,37,0,0,RN,rosalba.ciarlini@senadora.leg.br,275126.52,0,0.00,133309.59,141816.93,0.00,26/10/1952,2408003,Rosalba Ciarlini,Rosalba Ciarlini Rosado,rosalba ciarlini,DEM,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4543.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4543
