codigo,Auxílio-Moradia-2015,Auxílio-Moradia-2016,Auxílio-Moradia-2017,Auxílio-Moradia-2018,Escritório(s) de Apoio-2015,Escritório(s) de Apoio-2016,Escritório(s) de Apoio-2017,Escritório(s) de Apoio-2018,Gabinete-2015,Gabinete-2016,Gabinete-2017,Gabinete-2018,Imóvel Funcional-2015,Imóvel Funcional-2016,Imóvel Funcional-2017,Imóvel Funcional-2018,Participacao,TotalGabinete-2015,TotalGabinete-2016,TotalGabinete-2017,TotalGabinete-2018,UF,email,gastos,gastos2015,gastos2016,gastos2017,gastos2018,nascimentoData,naturalMunicipio,nome,nomeCompleto,nomeSort,partido,sexo,status,urlFoto,urlPagina
5052,0.00,5,12,6,0,16,15,15,0,15,16,19,0.00,0,0,0,1º Suplente,0,31,31,34,BA,roberto.muniz@senador.leg.br,735916.09,0.00,218688.48,372429.28,144798.33,23/11/1963,2927408,Roberto Muniz,Roberto de Oliveira Muniz,roberto muniz,PP,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5052.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5052
72,0.00,0,0,0,18,17,17,14,11,9,11,15,11.00,12,12,6,Titular,29,26,28,29,PR,roberto.requiao@senador.leg.br,1533585.14,461682.70,402730.80,446553.83,222617.81,05/03/1941,4106902,Roberto Requião,Roberto Requião de Mello e Silva,roberto requiao,MDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador72.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/72
677,8.00,6,0,0,4,0,14,14,33,0,33,40,0.00,4,11,6,Titular,37,0,47,54,MA,robertorocha@senador.leg.br,1638732.82,492034.61,423506.91,498795.25,224396.05,04/08/1965,2111300,Roberto Rocha,Roberto Coelho Rocha,roberto rocha,PSDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/677
5110,0.00,0,0,2,0,0,0,10,0,0,0,27,0.00,0,0,0,2º Suplente,0,0,0,37,MT,sen.rodriguespalma@senado.leg.br,29165.34,0.00,0.00,0.00,29165.34,21/08/1943,5103403,Rodrigues Palma,Manoel Antônio Rodrigues Palma,rodrigues palma,PR,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5110.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5110
73,11.00,5,0,0,19,19,24,26,21,29,33,36,0.00,0,0,0,Titular,40,48,57,62,RR,romero.juca@senador.leg.br,1899098.74,521506.17,518618.48,591160.17,267813.92,30/11/1954,2611606,Romero Jucá,Romero Jucá Filho,romero juca,MDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador73.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/73
5322,0.00,0,0,0,12,12,15,14,20,19,19,23,0.00,0,0,0,Titular,32,31,34,37,RJ,romario@senador.leg.br,1302315.12,360264.17,366461.67,401199.26,174390.02,29/01/1966,3304557,Romário,Romario de Souza Faria,romario,PODE,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322
456,0.00,0,0,0,22,21,22,24,24,26,24,26,3.00,12,12,6,Titular,46,47,46,50,GO,ronaldo.caiado@senador.leg.br,901281.42,248408.23,253031.70,278237.43,121604.06,25/09/1949,5201108,Ronaldo Caiado,Ronaldo Ramos Caiado,ronaldo caiado,DEM,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador456.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/456
2331,0.00,0,0,0,12,13,13,12,20,18,20,23,0.00,0,0,0,Titular,32,31,33,35,ES,rose.freitas@senadora.leg.br,1319705.53,392373.88,427983.17,318004.16,181344.32,23/01/1949,3113404,Rose de Freitas,Rosilda de Freitas,rose de freitas,PODE,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331
5621,0.00,0,0,0,0,0,0,38,0,0,0,18,0.00,0,0,0,2º Suplente,0,0,0,56,RR,sen.rudsonleite@senado.leg.br,62822.92,0.00,0.00,0.00,62822.92,29/07/1963,1400100,Rudson Leite,Rudson Leite da Silva,rudson leite,PV,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5621.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5621
5527,0.00,0,0,0,0,0,8,8,26,26,18,20,10.00,12,12,6,Titular,26,26,26,28,MS,simone.tebet@senadora.leg.br,778236.46,192404.08,259011.53,242567.76,84253.09,22/02/1970,5008305,Simone Tebet,Simone Nassar Tebet,simone tebet,MDB,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5527.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5527
4560,0.00,0,0,0,27,25,23,23,12,12,14,18,11.00,12,12,6,Titular,39,37,37,41,AC,sergio.petecao@senador.leg.br,1707762.41,492433.46,571960.56,471076.48,172291.91,20/04/1960,1200401,Sérgio Petecão,Sérgio de Oliveira Cunha,sergio petecao,PSD,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560
3396,0.00,0,0,0,3,3,3,2,14,14,13,16,4.58,12,12,6,Titular,17,17,16,18,CE,tasso.jereissati@senador.leg.br,672350.22,83636.60,226569.47,244057.71,118086.44,15/12/1948,2304400,Tasso Jereissati,Tasso Ribeiro Jereissati,tasso jereissati,PSDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396
3372,0.00,0,0,1,30,28,30,29,29,29,33,37,0.00,0,0,0,Titular,59,57,63,66,RO,valdir.raupp@senador.leg.br,1656236.90,463006.53,441380.06,519380.24,232470.07,24/08/1955,4216404,Valdir Raupp,Valdir Raupp de Matos,valdir raupp,MDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3372.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3372
558,0.00,0,0,0,36,43,43,44,19,20,18,23,11.00,12,12,6,Titular,55,63,61,67,AM,vanessa.grazziotin@senadora.leg.br,1861915.02,532867.79,528858.38,563688.08,236500.77,29/06/1961,4219309,Vanessa Grazziotin,Vanessa Grazziotin,vanessa grazziotin,PCdoB,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador558.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/558
4763,0.00,0,0,0,41,43,41,40,12,16,22,24,11.00,12,12,6,Titular,53,59,63,64,TO,vicentinho.alves@senador.leg.br,1273941.93,360710.73,395927.19,386866.97,130437.04,01/10/1957,1718204,Vicentinho Alves,Vicente Alves de Oliveira,vicentinho alves,PR,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4763.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4763
1176,0.00,0,0,0,10,10,10,10,19,19,17,20,11.00,12,12,6,Titular,29,29,27,30,MS,waldemir.moka@senador.leg.br,1064293.59,330226.93,301826.67,275147.96,157092.03,10/10/1951,5002100,Waldemir Moka,Waldemir Moka Miranda de Britto,waldemir moka,MDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1176.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1176
1173,0.00,0,0,0,11,13,11,11,27,26,31,32,0.00,0,0,0,Titular,38,39,42,43,MT,wellington.fagundes@senador.leg.br,1589766.60,429892.50,481694.43,441045.08,237134.59,01/06/1957,5107602,Wellington Fagundes,Wellington Antonio Fagundes,wellington fagundes,PR,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1173
5070,0.00,0,0,0,18,18,18,16,15,18,17,17,11.00,12,12,6,1º Suplente,33,36,35,33,GO,wilder.morais@senador.leg.br,1149097.42,328277.41,382887.67,359901.13,78031.21,29/06/1968,5221007,Wilder Morais,Wilder Pedro de Morais,wilder morais,DEM,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5070.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5070
5144,11.00,12,9,0,25,25,25,27,28,29,31,35,0.00,0,5,6,1º Suplente,53,54,56,62,MG,zeze.perrella@senador.leg.br,1479214.42,436971.59,525605.14,367362.18,149275.51,22/02/1957,3161809,Zeze Perrella,José Perrella de Oliveira Costa,zeze perrella,MDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5144.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5144
4697,11.00,12,12,6,19,19,19,19,14,15,21,26,0.00,0,0,0,Titular,33,34,40,45,RR,angela.portela@senadora.leg.br,1759508.08,463133.68,538180.01,517951.95,240242.44,03/02/1962,2304004,Ângela Portela,Ângela Maria Gomes Portela,angela portela,PDT,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4697.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4697
846,0.00,0,0,0,5,5,0,0,20,19,0,0,11.00,12,12,0,Titular,25,24,0,0,SP,aloysionunes.ferreira@senador.leg.br,754272.43,336606.02,353750.28,63916.13,0.00,05/04/1945,3549805,Aloysio Nunes Ferreira,Aloysio Nunes Ferreira Filho,aloysio nunes ferreira,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador846.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/846
5150,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,SP,antonio.rodrigues@senador.leg.br,0.00,0.00,0.00,0.00,0.00,17/05/1950,3550308,Antonio Carlos Rodrigues,Antonio Carlos Rodrigues,antonio carlos rodrigues,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5150.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5150
3823,0.00,0,0,0,44,48,49,0,13,14,13,0,11.00,12,12,6,Titular,57,62,62,0,AL,benedito.lira@senador.leg.br,765942.65,185483.99,183692.27,264854.96,131911.43,01/05/1942,2704005,Benedito de Lira,Benedito de Lira,benedito de lira,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3823.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3823
111,0.00,0,0,0,6,0,0,0,21,0,0,0,11.00,12,0,0,Titular,27,0,0,0,MT,blairomaggi@senador.leg.br,275036.82,157390.52,117646.30,0.00,0.00,29/05/1956,4321501,Blairo Maggi,Blairo Borges Maggi,blairo maggi,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador111.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/111
5108,0.00,7,12,6,0,8,11,0,0,20,23,0,0.00,0,0,0,1º Suplente,0,28,34,0,MT,cidinho.santos@senador.leg.br,752334.89,0.00,272606.36,377190.11,102538.42,19/06/1968,4112207,Cidinho Santos,José Aparecido dos Santos,cidinho santos,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5108.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5108
3881,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,MA,clovis.fecury@senador.leg.br,0.00,0.00,0.00,0.00,0.00,08/02/1969,5300108,Clovis Fecury,Clovis Antônio Chaves Fecury,clovis fecury,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3881.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3881
5199,0.00,4,1,0,0,27,0,0,0,23,0,0,0.00,0,0,0,1º Suplente,0,50,0,0,PB,deca@senador.leg.br,182853.10,0.00,182705.42,147.68,0.00,21/10/1957,2516904,Deca,José Gonzaga Sobrinho,deca,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5199.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5199
3360,11.00,1,0,0,17,0,0,0,14,0,0,0,0.00,0,0,0,Titular,31,0,0,0,MS,delcidio.amaral@senador.leg.br,244716.62,244052.48,664.14,0.00,0.00,08/02/1955,5003207,Delcídio do Amaral,Delcídio do Amaral Gomez,delcidio do amaral,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3360.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3360
3399,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,GO,demostenes.torres@senador.leg.br,0.00,0.00,0.00,0.00,0.00,23/01/1961,5201306,Demóstenes Torres,Demóstenes Lazaro Xavier Torres,demostenes torres,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3399.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3399
5637,11.00,5,0,0,26,0,0,0,17,0,0,0,0.00,0,0,0,1º Suplente,43,0,0,0,TO,donizeti.nogueira@senador.leg.br,469601.43,330714.28,138887.15,0.00,0.00,15/10/1955,3152808,Donizeti Nogueira,Divino Donizeti Borges Nogueira,donizeti nogueira,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5637.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5637
5178,10.08,5,0,0,20,0,0,0,24,0,0,0,0.00,0,0,0,1º Suplente,44,0,0,0,PE,douglas.cintra@senador.leg.br,376869.81,294754.00,82115.81,0.00,0.00,16/03/1966,2604106,Douglas Cintra,Douglas Mauricio Ramos Cintra,douglas cintra,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5178.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5178
4969,0.00,0,1,3,0,0,30,0,0,0,18,0,0.00,0,0,0,2º Suplente,0,0,48,0,SE,,182962.39,0.00,0.00,55437.16,127525.23,09/10/1944,2800308,Elber Batalha,Elber Batalha de Goes,elber batalha,PSB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4969.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4969
5531,0.00,0,0,0,51,49,36,0,27,14,24,4,10.00,12,12,6,Titular,78,63,60,4,PI,elmano.ferrer@senador.leg.br,1677067.24,475927.93,470403.73,481857.41,248878.17,01/08/1942,2307502,Elmano Férrer,Elmano Férrer de Almeida,elmano ferrer,PODE,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531
2632,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,PA,fernando.ribeiro@senador.leg.br,30974.41,30974.41,0.00,0.00,0.00,16/12/1955,1501402,Fernando Ribeiro,Fernando de Castro Ribeiro,fernando ribeiro,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2632.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/2632
4873,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,2º Suplente,0,0,0,0,GO,fleury@senador.leg.br,0.00,0.00,0.00,0.00,0.00,03/01/1952,5208707,Fleury,José Eduardo Fleury Fernandes Costa,fleury,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4873.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4873
4522,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,AP,geovaniborges@senador.leg.br,0.00,0.00,0.00,0.00,0.00,16/05/1953,1600402,Geovani Borges,Geovani Pinheiro Borges,geovani borges,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4522.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4522
5615,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,RO,,3950.84,0.00,3950.84,0.00,0.00,04/07/1959,3514403,Gilberto Piselo,Gilberto Piselo do Nascimento,gilberto piselo,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5615.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5615
30,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,AP,gilvamborges@senador.leg.br,0.00,0.00,0.00,0.00,0.00,01/08/1958,5300108,Gilvam Borges,Gilvam Pinheiro Borges,gilvam borges,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador30.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/30
1754,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,MG,itamar.franco@senador.leg.br,0.00,0.00,0.00,0.00,0.00,28/06/1930,2927408,Itamar Franco,Itamar Augusto Cautiero Franco,itamar franco,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1754.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1754
5004,0.00,0,0,0,47,48,48,0,17,19,20,0,11.00,12,12,6,Titular,64,67,68,0,RO,ivo.cassol@senador.leg.br,1460585.70,409393.34,434654.94,451310.79,165226.63,20/01/1959,4204301,Ivo Cassol,Ivo Narciso Cassol,ivo cassol,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5004.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5004
878,0.00,0,0,0,0,19,0,0,0,11,0,0,0.00,5,2,0,1º Suplente,0,30,0,0,SP,joseanibal@senador.leg.br,267876.30,0.00,221905.50,45970.81,0.00,09/08/1947,1100106,José Aníbal,José Aníbal Peres de Pontes,jose anibal,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador878.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/878
5166,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,TO,joaocosta@senador.leg.br,0.00,0.00,0.00,0.00,0.00,25/03/1968,3143104,João Costa,João Costa Ribeiro Filho,joao costa,PPL,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5166.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5166
916,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,TO,joaoribeiro@senador.leg.br,0.00,0.00,0.00,0.00,0.00,25/06/1954,5204805,João Ribeiro,João Batista de Jesus Ribeiro,joao ribeiro,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador916.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/916
5158,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,2º Suplente,0,0,0,0,SE,kaka.andrade@senador.leg.br,0.00,0.00,0.00,0.00,0.00,07/03/1960,2801108,Kaká Andrade,Antonio Carlos Porto de Andrade,kaka andrade,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5158.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5158
5156,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,SE,lauroantonio@senador.leg.br,0.00,0.00,0.00,0.00,0.00,31/03/1959,2800308,Lauro Antonio,Lauro Antonio Texeira Menezes,lauro antonio,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5156.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5156
3579,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,MA,lobaofilho@senador.leg.br,0.00,0.00,0.00,0.00,0.00,17/09/1964,5300108,Lobão Filho,Edison Lobão Filho,lobao filho,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3579.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3579
5002,0.00,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,Titular,0,0,0,0,SC,luizhenrique@senador.leg.br,129746.12,129746.12,0.00,0.00,0.00,25/02/1940,4202404,Luiz Henrique,Luiz Henrique da Silveira,luiz henrique,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5002.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5002
3366,11.00,12,0,0,25,0,0,0,15,14,0,0,0.00,0,0,0,Titular,40,14,0,0,RJ,marcelo.crivella@senador.leg.br,628402.08,417602.39,209212.67,1587.02,0.00,09/10/1957,3304557,Marcelo Crivella,Marcelo Bezerra Crivella,marcelo crivella,PRB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3366.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3366
4998,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,PA,marinorbrito@senadora.leg.br,0.00,0.00,0.00,0.00,0.00,07/03/1959,1500404,Marinor Brito,Marinor Jorge Brito,marinor brito,PSOL,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4998.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4998
64,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,2º Suplente,0,0,0,0,RO,odacir@senador.leg.br,0.00,0.00,0.00,0.00,0.00,31/10/1938,1200401,Odacir Soares,Odacir Soares Rodrigues,odacir soares,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador64.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/64
5018,0.00,0,0,4,0,0,11,0,0,0,32,3,0.00,0,0,0,2º Suplente,0,0,43,3,MA,,160101.74,0.00,0.00,30225.73,129876.01,06/01/1968,2108207,Pastor Bel,Heber Waldo Silva Costa,pastor bel,PRTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5018.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5018
5617,0.00,4,0,0,0,21,0,0,0,28,0,0,0.00,0,0,0,2º Suplente,0,49,0,0,RO,pastor.valadares@senador.leg.br,124881.02,0.00,121068.48,3812.54,0.00,12/08/1963,3200169,Pastor Valadares,Sebastião Valadares Neto,pastor valadares,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5617.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5617
5020,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,RN,paulodavim@senador.leg.br,0.00,0.00,0.00,0.00,0.00,25/10/1959,2408102,Paulo Davim,Paulo Roberto Davim,paulo davim,PV,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5020.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5020
5010,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,MT,pedrotaques@senador.leg.br,26.21,26.21,0.00,0.00,0.00,15/03/1968,5103403,Pedro Taques,José Pedro Gonçalves Taques,pedro taques,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5010.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5010
4606,0.00,2,2,0,0,5,0,0,0,34,0,0,0.00,0,0,0,1º Suplente,0,39,0,0,MA,pinto.itamaraty@senador.leg.br,134755.84,0.00,99482.59,35273.25,0.00,10/05/1960,2111300,Pinto Itamaraty,José Eleonildo Soares,pinto itamaraty,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4606.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4606
5635,1.00,9,0,0,21,0,0,0,14,0,0,0,0.00,0,0,0,1º Suplente,35,0,0,0,SE,ricardo.franco@senador.leg.br,91224.82,11582.97,79641.85,0.00,0.00,10/03/1972,2800308,Ricardo Franco,Ricardo Barreto Franco,ricardo franco,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5635.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5635
4593,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,DF,rollemberg@senador.leg.br,41.94,41.94,0.00,0.00,0.00,13/07/1959,3304557,Rodrigo Rollemberg,Rodrigo Sobral Rollemberg,rodrigo rollemberg,PSB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4593.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4593
5038,0.00,0,0,0,5,0,0,0,25,0,0,0,12.00,4,0,0,1º Suplente,30,0,0,0,AM,sandrabraga@senadora.leg.br,533642.79,412787.65,120855.14,0.00,0.00,27/07/1959,1302603,Sandra Braga,Sandra Backsmann Braga,sandra braga,MDB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5038.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5038
5048,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,PR,sergiosouza@senado.leg.br,0.00,0.00,0.00,0.00,0.00,13/03/1971,4111506,Sergio Souza,Sergio de Souza,sergio souza,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5048.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5048
5106,0.00,0,1,0,0,0,11,0,0,0,13,0,0.00,0,0,0,1º Suplente,0,0,24,0,ES,sergiocastro@senado.leg.br,115652.03,0.00,0.00,59450.71,56201.32,09/08/1942,3143906,Sérgio de Castro,Sérgio Rogério de Castro,sergio de castro,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5106.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5106
5535,0.00,5,0,0,33,0,38,0,16,0,12,0,0.00,5,9,6,Titular,49,0,50,0,RR,telmariomota@senador.leg.br,1592693.59,480831.33,521719.91,377982.13,212160.22,15/02/1958,1400407,Telmário Mota,Telmário Mota de Oliveira,telmario mota,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5535
5619,0.00,0,0,0,0,0,0,0,0,47,0,0,0.00,0,0,0,1º Suplente,0,47,0,0,RR,sen.thierespinto@senado.leg.br,94386.43,0.00,0.00,94386.43,0.00,27/04/1962,2312205,Thieres Pinto,Thieres Pinto de Mesquita Filho,thieres pinto,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5619.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5619
